Target,Target_Namespace,Target_Type,Target_Method,Job_Id,Job_AnalyzeLaunchVariance,Job_EvaluateOverhead,Job_MaxAbsoluteError,Job_MaxRelativeError,Job_MinInvokeCount,Job_MinIterationTime,Job_OutlierMode,Job_Affinity,Job_EnvironmentVariables,Job_Jit,Job_LargeAddressAware,Job_Platform,Job_PowerPlanMode,Job_Runtime,Job_AllowVeryLargeObjects,Job_Concurrent,Job_CpuGroups,Job_Force,Job_HeapAffinitizeMask,Job_HeapCount,Job_NoAffinitize,Job_RetainVm,Job_Server,Job_Arguments,Job_BuildConfiguration,Job_Clock,Job_EngineFactory,Job_NuGetReferences,Job_Toolchain,Job_IsMutator,Job_InvocationCount,Job_IterationCount,Job_IterationTime,Job_LaunchCount,Job_MaxIterationCount,Job_MaxWarmupIterationCount,Job_MemoryRandomization,Job_MinIterationCount,Job_MinWarmupIterationCount,Job_RunStrategy,Job_UnrollFactor,Job_WarmupCount,Job_Display,Params,Measurement_LaunchIndex,Measurement_IterationMode,Measurement_IterationStage,Measurement_IterationIndex,Measurement_Nanoseconds,Measurement_Operations,Measurement_Value,Gen_0,Gen_1,Gen_2,Allocated_Bytes
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,51,633483100,256,2474543.36,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,52,728842100,256,2847039.45,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,53,645866900,256,2522917.58,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,54,642149600,256,2508396.88,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,55,614029400,256,2398552.34,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,56,614531200,256,2400512.5,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,57,607764500,256,2374080.08,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,58,609005000,256,2378925.78,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,59,563231900,256,2200124.61,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,60,572136600,256,2234908.59,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,61,569025300,256,2222755.08,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,62,614999900,256,2402343.36,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,63,582517100,256,2275457.42,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,64,603963700,256,2359233.2,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,65,591182300,256,2309305.86,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,66,565447300,256,2208778.52,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,67,589292600,256,2301924.22,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,68,596579500,256,2330388.67,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,69,591337900,256,2309913.67,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,70,588567500,256,2299091.8,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,71,558291900,256,2180827.73,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,72,603199100,256,2356246.48,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,73,583502700,256,2279307.42,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,74,614064800,256,2398690.63,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,75,604977200,256,2363192.19,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,76,551728900,256,2155191.02,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,77,600012800,256,2343800,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,78,559621900,256,2186023.05,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,79,587649100,256,2295504.3,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,80,589021600,256,2300865.63,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,81,568977100,256,2222566.8,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,82,598595400,256,2338263.28,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,83,573643900,256,2240796.48,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,84,594088500,256,2320658.2,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,85,584003800,256,2281264.84,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,86,565905500,256,2210568.36,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,87,622565300,256,2431895.7,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,88,577603200,256,2256262.5,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,89,575901200,256,2249614.06,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,90,553335700,256,2161467.58,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,91,580976900,256,2269441.02,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,92,587800100,256,2296094.14,31,13,6,749528
MyBenchmark.ProducerConsumer_LockAndMonitor,_9ConcurrencyBenchmark,MyBenchmark,ProducerConsumer_LockAndMonitor,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET Core 3.1(Runtime=.NET Core 3.1),MAX_VALUES=1000&MAX_PRODUCERS=2&MAX_CONSUMERS=2,1,Workload,Actual,93,559257200,256,2184598.44,31,13,6,749528
